PID,PDFID,title,conf,folder,year,affil,authors,author_ids,keywords
7DE46E29,kdd97-d45,zeta a global method for discretization of continuous variables,kdd,kdd97,1997,university of essex,k m ho|paul d scott,7F17281A|80ADF402,na
77973F4D,kdd11-d53,enhancing investment decisions in p2p lending an investor composition perspective,kdd,kdd11,2011,rutgers newark,chunyu luo|hui xiong|guishi deng|wenjun zhou|yanhong guo,805F02C6|7EBC4AB7|812C0E01|7E2B786B|7D096D2A,quantitative analysis|decision models|investor profile|profitability|p2p
7C835D09,kdd13-d112,mining evolutionary multi branch trees from text streams,kdd,kdd13,2013,hong kong university of science and technology,shixia liu|xiting wang|yangqiu song|baining guo,7E5E4F30|805A9904|7DD601BA|7CF0EE6B,clustering|visualization|time series data
75ADEE47,kdd15-p229,beyond triangles a distributed framework for estimating 3 profiles of large graphs,kdd,kdd15,2015,university of texas at austin,ethan r elenberg|alexandros g dimakis|michael borokhovich|karthikeyan shanmugam,3AF80121|4AB5C3BF|7A90FE75|81527146,na
77745F1E,kdd13-d3,a new collaborative filtering approach for increasing the aggregate diversity of recommender systems,kdd,kdd13,2013,fraunhofer society,k o niemann|martin wolpers,185315BF|7CF61EB9,long tail|recommender systems
75C8CE50,kdd15-p1275,regularity and conformity location prediction using heterogeneous mobility data,kdd,kdd15,2015,microsoft,linli xu|yingzi wang|yong rui|xing xie|defu lian|nicholas jing yuan|enhong chen,7F26F0AC|7F56748E|7FBC07D5|7CF5E6B4|7EF5710E|7DC705F5|7EB5247F,gravity model|conformity|collaborative filtering
75A47DB4,kdd09-d47,consensus group stable feature selection,kdd,kdd09,2009,university of texas at arlington,lei yu|steven loscalzo|chris ding,7E56C8FC|7E443432|5B766046,source code|synthetic data|sample size|high dimensional data|stability|feature selection|ensemble
759CFC21,kdd10-d123,online discovery and maintenance of time series motifs,kdd,kdd10,2010,university of california riverside,eamonn keogh|abdullah mueen,8158A726|7C371F2D,online algorithm|online algorithms|time series|real time
786A0711,kdd14-d33,detecting anomalies in dynamic rating data a robust probabilistic model for rating evolution,kdd,kdd14,2014,carnegie mellon university,stephan gunnemann|nikou gunnemann|christos faloutsos,85A3DB69|0A8F343A|12E05EFB,anomaly detection
7C87B851,kdd13-d154,robust principal component analysis via capped norms,kdd,kdd13,2013,arizona state university,shuo xiang|qian sun|jieping ye,7E74E972|8118A14E|852FBB0F,sparsity|image processing
76EEE838,kdd15-p1045,bayesian poisson tensor factorization for inferring multilateral relations from sparse dyadic event counts,kdd,kdd15,2015,university of massachusetts amherst,david m blei|john paisley|hanna wallach|aaron schein,7872FCF7|132A9E2F|850F9AD3|80A0B129,international relations|bayesian inference
80F137DC,kdd08-d91,quantitative evaluation of approximate frequent pattern mining algorithms,kdd,kdd08,2008,university of wisconsin madison,gang fang|r k gupta|blayne field|michael steinbach|vipin kumar,8602CF02|8371AA0B|84ACE622|80C1A61D|7F7BF3B4,error threshold|source code|association analysis
753963A3,kdd11-d140,supervised learning for provenance similarity of binaries,kdd,kdd11,2011,carnegie mellon university,c r g cohen|arie gurfinkel|sagar chaki,84618447|7AF9A44D|7772C488,source code|supervised learning|classification|software engineering|empirical evidence
7BD3426D,kdd12-d20,an enhanced relevance criterion for more concise supervised pattern discovery,kdd,kdd12,2012,fraunhofer society,henrik groskreutz|stefan ruping|daniel paurat,4C0A92F5|84CD89E7|2ABED2B7,na
7C59150D,kdd09-d127,pervasive parallelism in data mining dataflow solution to co clustering large and sparse netflix data,kdd,kdd09,2009,university of texas at austin,joydeep ghosh|matthew l walker|n marin|srivatsava daruru,0DC99E3F|7FF1C7AB|7639A9F5|85751A62,program design|domain knowledge|prediction model|co clustering|dataflow|predictive modeling|scalability|production system|data mining|real time|memory management
7CFC5254,kdd08-d68,interpretable nonnegative matrix decompositions,kdd,kdd08,2008,ibm,evimaria terzi|saara hyvonen|pauli miettinen,78242325|82936BF0|740A48C2,local search|data analysis|least square|matrix decomposition|nonnegative matrix|information technology
80A7110F,kdd09-d55,doulion counting triangles in massive graphs with a coin,kdd,kdd09,2009,carnegie mellon university,charalampos e tsourakakis|gary l miller|ungu kang|christos faloutsos,2CBB4D69|8311D172|80768600|7FFD96A4,complex network|clustering coefficient|social networks
7CA467EA,kdd14-d144,user effort minimization through adaptive diversification,kdd,kdd14,2014,university of california riverside,mahbub hasan|vagelis hristidis|a s kashyap|vassilis j tsotras,863D8FA7|84DFB193|007C16E9|0E3B95F3,na
7BEA1245,kdd02-d80,privacy preserving mining of association rules,kdd,kdd02,2002,ibm,johannes gehrke|alexandre evfimievski|rakesh agrawal|ramakrishnan srikant,85F6B95D|7B5B5847|7B6E5110|5C0634AF,association rule
782EF14A,kdd13-d15,active learning and search on low rank matrices,kdd,kdd13,2013,carnegie mellon university,barnabas poczos|jeff schneider|dougal j sutherland,11BC35AE|7E7B8725|81109690,cold start|recommender systems|collaborative filtering|active learning|matrix factorization|drug discovery
78BC482C,kdd08-d39,constructing comprehensive summaries of large event sequences,kdd,kdd08,2008,ibm,evimaria terzi|jerry kiernan,82936BF0|760B160D,minimum description length|summarization|dynamic programming
782C2780,kdd09-d113,new ensemble methods for evolving data streams,kdd,kdd09,2009,university of waikato,albert bifet|ricard gavalda|bernhard pfahringer|geoff holmes|richard kirkby,7D0EA269|7E112CFB|80A288FC|76AE4304|1254675C,decision trees|decision tree|concept drift|ensemble methods|computer science|data mining|data streams
7E305587,kdd08-d80,mining adaptively frequent closed unlabeled rooted trees in data streams,kdd,kdd08,2008,polytechnic university of catalonia,albert bifet|ricard gavalda,7E112CFB|1254675C,concept drift|patterns|sliding window|data streams
804AB80E,kdd10-d169,versatile publishing for privacy preservation,kdd,kdd10,2010,university of texas at arlington,nan zhang|gautam das|mingyang zhang|xin jin,852ACA83|82E098F1|8488EE7A|7D643BF9,normal form|decomposition
0C0ED831,kdd98-d26,finding frequent substructures in chemical compounds,kdd,kdd98,1998,,hannu toivonen|luc dehaspe|ross d king,07DD7925|135FEDAE|8172BC32,machine learning|knowledge discovery|data mining|association rule|structured data|chemical structure
75CF4339,kdd15-p1959,click through prediction for advertising in twitter timeline,kdd,kdd15,2015,university of michigan,qiaozhu mei|yue lu|sandeep pandey|cheng li|dong wang,863745D9|8131F1C1|811B187D|7D4D7533|7CEAF1F3,online advertising
815A47F4,kdd05-d96,qualitative comparison of graph based and logic based multi relational data mining a case study,kdd,kdd05,2005,university of texas at arlington,diane j cook|lawrence b holder|nikhil s ketkar,26207BE6|0D079C25|7D932ACE,relational database|data mining|aggregation|information retrieval
80799A66,kdd03-d24,cross training learning probabilistic mappings between topics,kdd,kdd03,2003,indian institute of technology bombay,shantanu godbole|sunita sarawagi|soumen chakrabarti,7D5E91AA|0959BB35|7E24BEB0,em|text mining|support vector machine|difference set|multi task learning|semi supervised learning|support vector machines
7F02C1B7,kdd09-d81,improving classification accuracy using automatically extracted training data,kdd,kdd09,2009,university of wisconsin madison,john c shafer|rakesh agrawal|andrew b goldberg|anitha kannan|ariel fuxman|panayiotis tsaparas,853220BE|7FEBB481|7D2F0D36|7E6C288D|75D7BAC4|80CB4FA1,classification|natural language
7C332BA5,kdd10-d149,the new iris data modular data generators,kdd,kdd10,2010,nycomed,iris ada|michael r berthold,7FA2EF33|7E309AA0,data flow|categorical data|data generation|data processing
7BA48892,kdd15-p1849,focusing on the long term it s good for users and business,kdd,kdd15,2015,google,diane tang|deirdre b obrien|henning hohnhold,80F1C487|84D7AA08|7D8FFAF5,randomized experiments
7B008E05,kdd03-d4,a two way visualization method for clustered data,kdd,kdd03,2003,weizmann institute of science,yehuda koren|david harel,197FCF8C|7709370E,information visualization|hierarchical clustering|dendrogram
7A1A1B10,kdd12-d75,etrust understanding trust evolution in an online world,kdd,kdd12,2012,arizona state university,atish das sarma|jiliang tang|huan liu|huiji gao,7E9356BC|81284289|7E811E4A|7FFE9B9A,design|human interaction|algorithms|social science
760F0DEF,kdd11-d4,a pattern discovery approach to retail fraud detection,kdd,kdd11,2011,ibm,quanfu fan|hoang trinh|sharath pankanti|prasad gabbur,7DC410E1|767FA6A1|7624D72E|7E35733F,security|point of sale|support vector machine|pattern matching|retail
79DF09C3,kdd10-d23,automatic malware categorization using cluster ensemble,kdd,kdd10,2010,xiamen university,qingshan jiang|yong chen|tao li|yanfang ye,7E24EC84|7FA19695|802BB273|8320D9A0,domain knowledge|hierarchical clustering|signature
7F69A85E,kdd14-d36,dynamics of news events and social media reaction,kdd,kdd14,2014,hewlett packard,malu castellanos|themis palpanas|mikalai tsytsarau,7E0B4E73|77D6A034|0120573C,social media|sentiment analysis
78287425,kdd15-p995,clustype effective entity recognition and typing by relation phrase based clustering,kdd,kdd15,2015,united states army research laboratory,fangbo tao|ahmed elkishky|clare r voss|xiang ren|chi wang|jiawei han,7EFF0911|7D4F1940|7EEC2713|7E7A3A69|7E492F81|8502702D,na
76314BC9,kdd09-d95,learning indexing and diagnosing network faults,kdd,kdd09,2009,ibm,dakshi agrawal|ting wang|ling liu|mudhakar srivatsa,7F346F10|566990D6|7EB80123|7D8F09A2,indexation|space time|network topology|network management system
7B57F3E8,kdd15-p1929,promoting positive post click experience for in stream yahoo gemini users,kdd,kdd15,2015,free university of berlin,gabriele tolomei|mounia lalmas|janette lehmann|fabrizio silvestri|guy shaked,7F3379C0|84A56BAB|7D627043|02C02B45|85719423,native advertising
07166BD4,kdd94-d16,the process of knowledge discovery in databases a first sketch,kdd,kdd94,1994,,tej anand|ronald j brachman,7DEE171B|7A8A4D33,na
7E62FBEE,kdd10-d108,mining program workflow from interleaved traces,kdd,kdd10,2010,peking university,jianguang lou|shengqi yang|qiang fu|jiang li|bin wu,7156ABD4|7DA9E2FF|7D31A50F|852E4901|7FFE2801,state transition|software maintenance|software systems|behavior modeling
7A761B36,kdd15-p815,scalable large near clique detection in large scale networks via sampling,kdd,kdd15,2015,harvard university,jakub pachocki|charalampos e tsourakakis|richard peng|michael mitzenmacher|shen chen xu,7A06DC1F|2CBB4D69|767FB405|7DE52BB9|7FD77BCE,na
80178BAF,kdd95-d30,learning first order logic rules with a genetic algorithm,kdd,kdd95,1995,,sebastien augier|gilles venturini|yves kodratoff,07D51307|7B512ABB|7FD35A87,genetics|genetic algorithm|evaluation function|tree structure|genetic operator|first order logic
7B15266D,kdd08-d108,structured entity identification and document categorization two tasks with one joint model,kdd,kdd08,2008,ibm,shantanu godbole|sachindra joshi|indrajit bhattacharya,8128DDE0|852F9F23|7E3CDAAA,em algorithm|synthetic data|age groups
7D5ADBBF,kdd12-d211,towards heterogeneous temporal clinical event pattern discovery a convolutional approach,kdd,kdd12,2012,ibm,n lee|shahram ebadollahi|jimeng sun|jianying hu|fei wang,7DC9EEBE|7D1717C8|15A4D11A|80045A2F|7D807A15,nmf|nonnegative matrix factorization|shift invariant|convolution
7D6B1226,kdd13-d142,query clustering based on bid landscape for sponsored search auction optimization,kdd,kdd13,2013,microsoft,jeonghee yi|ye chen|anton schwaighofer|weiguo liu|tak w yan,84B89E2F|84F4E73C|7F8490E8|805C36AD|802F8751,clustering|bayesian methods|optimization
7A7963F3,kdd07-d55,finding low entropy sets and trees from binary data,kdd,kdd07,2007,helsinki university of technology,hannes heikinheimo|jouni k seppanen|taneli mielikainen|heikki mannila|eino hinkkanen,806C2020|03D73077|84ED8E65|12857062|7D8CC523,satisfiability
7692E5BA,kdd03-d31,eliminating noisy information in web pages for data mining,kdd,kdd03,2003,university of illinois at chicago,xiaoli li|bing liu|lan yi,7D095A21|808049E0|7E61D5F6,tree structure|web pages|web mining|data mining
7E0D8CF0,kdd12-d64,efficient and domain invariant competitor mining,kdd,kdd12,2012,boston university,dimitrios gunopulos|theodoros lappas|george valkanas,62B8C0B1|78E6E4E5|7922D932,competitors
80E4980E,kdd12-d81,factoring past exposure in display advertising targeting,kdd,kdd12,2012,yahoo,sandeep pandey|neha gupta|vijay k narayanan|abhimanyu das,7D8A4348|84883307|7D4D7533|7FF1B7C9,user model|user modeling|targeting|online advertising|advertising
7D4326C9,kdd13-d135,palette power enabling visual search through colors,kdd,kdd13,2013,ebay,atish das sarma|anurag bhardwaj|wei di|robinson piramuthu|raffay hamid|neel sundaresan,7E9356BC|8045E144|83BA51B0|33AA772D|851BC48B|7E6D1EE3,e commerce|visual search|search engine
77430776,kdd12-d93,getjar mobile application recommendations with very sparse datasets,kdd,kdd12,2012,,kent shi|kamal ali,849B5E5E|7EE790F6,recommender system|pca|evaluation|sparse data
76F82E08,kdd13-d51,detecting insider threats in a real corporate database of computer usage activity,kdd,kdd13,2013,oregon state university,irfan essa|danai koutra|matthew reardon|oguz kaya|anita zakrzewska|rudolph mappus|erica briscoe|amanda gentzel|jed irvine|robert pierce|william t young|thomas g dietterich|henry g goldberg|shubhomoy das|brad rees|lora weiss|alex memory|robert mccoll|duen horng chau|jayyoon lee|ted e senator|alan fern|david a bader|daniel d corkill|christos faloutsos|edmond chow|wengkeen wong|andrew f emmott|d huang|david jensen|l friedland|joshua jones|oded green|vinay bettadapura,84EB77D2|22424BB0|800C64FC|81DA247B|7943E7F3|5AE29E11|85A3DB69|84A9E2F8|7FB0B7B9|80A9F340|78AC5BBF|84CBF610|808AB031|7F8A8921|84834593|7F1439E3|7929FD85|7E3D290C|84EBFD2D|7829813E|7E717598|6346BD47|800D7314|063A61A9|7E9A1AE1|84D10309|0ADCAA8D|0989E2F6|7D4BEDC5|8498DB20|7D35C6D8|751799A3|850C4E2D|814AAF6B,anomaly detection
7B06CE87,kdd11-d5,a simple statistical model and association rule filtering for classification,kdd,kdd11,2011,mayo clinic,g simon|peter w li|vipin kumar,85258DCC|7D785BBB|7DDCAAB3,filtering|prediction model|classification|association rule mining|logistic model|hypothesis test|statistical model|statistical inference|statistical significance|association rule
